plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna,zadowolony
m,10306,2026,2060,34582,5884.61,False
m,20275,2028,2057,45898,7672.158076699774,True
m,28912,2025,2054,28839,11506.86938211544,True
k,8459,2027,2063,13483,6451.77,False
k,11134,2024,2063,23316,6451.77,False
m,15096,2025,2057,20130,7155.786405340523,True
m,8206,2028,2054,12791,4889.78,False
m,15140,2024,2057,9538,7659.278886178398,True
k,10832,2033,2051,67618,4454.84,False
m,12755,2025,2057,13509,5782.398888009764,False
k,12931,2028,2053,2301,4740.46,False
k,53786,2024,2061,1552,19564.409980882032,True
k,16673,2025,2050,1913,4834.840420243409,False
k,5399,2027,2063,43127,6451.77,False
m,8996,2024,2061,8219,6068.21,False
m,5364,2024,2056,6467,5202.08,False
k,8250,2028,2056,37155,5202.08,False
m,7969,2024,2063,16816,6451.77,False
k,22764,2032,2063,37755,8019.979791838897,True
k,5811,2024,2063,36114,6451.77,False
m,16263,2025,2063,3275,9937.85780310588,True
k,24141,2027,2053,51261,4740.46,False
m,19076,2038,2062,2766,6257.17,False
m,4679,2029,2061,52430,6068.21,False
m,13835,2024,2053,15088,5636.903747750067,False
m,5434,2030,2059,44265,5706.34,False
k,5095,2027,2061,34819,6068.21,False
m,5920,2026,2063,19129,6451.77,False
k,21481,2024,2050,29781,6684.520033609011,False
k,6055,2024,2052,26769,4595.52,False
k,6285,2025,2061,41005,6068.21,False
k,5390,2029,2062,7947,6257.17,False
k,15711,2028,2060,79546,5884.61,False
k,7394,2025,2057,6955,5365.22,False
k,7942,2026,2051,16972,4454.84,False
k,10513,2027,2054,83510,4889.78,False
m,19224,2027,2054,3409,7028.570061499355,True
k,8399,2032,2063,2844,6451.77,False
k,14781,2026,2062,36171,6889.887985683255,True
m,18718,2024,2061,27598,10697.75192831509,True
m,26901,2027,2055,70720,9786.137178861462,True
m,12750,2039,2059,9679,5706.34,False
k,6062,2024,2061,28306,6068.21,False
m,12083,2024,2056,59746,5860.896996971484,False
k,17346,2029,2061,18317,6552.18638990718,False
m,5847,2027,2058,100370,5533.26,False
m,26434,2026,2055,33216,10647.710260991285,True
m,27285,2026,2061,59467,13627.02148129539,True
k,10866,2024,2053,3898,4740.46,False
m,11655,2031,2054,73490,4889.78,False
k,21999,2024,2061,21477,11016.524856283522,True
m,13176,2025,2056,95438,5982.172031060991,False
k,7566,2025,2060,22713,5884.61,False
m,12853,2025,2054,59813,5342.065745113115,False
m,9151,2030,2062,3080,6257.17,False
m,21028,2024,2059,2480,11547.688331160234,True
m,9337,2027,2063,37129,6451.77,False
k,13479,2025,2062,61535,6257.17,False
k,7909,2024,2063,86182,6451.77,False
k,29817,2028,2061,60306,6713.34849708897,False
k,26682,2028,2059,31973,5706.34,False
k,12154,2028,2042,54013,3360.7,False
m,14817,2026,2063,16909,8185.071993477029,True
k,5647,2025,2053,9146,4740.46,False
k,9096,2027,2060,48173,5884.61,False
m,16312,2036,2054,5967,4889.78,False
k,6097,2025,2057,7238,5365.22,False
m,14863,2028,2062,14981,7368.139121961094,True
m,9785,2028,2057,49740,5365.22,False
m,6294,2038,2057,13224,5365.22,False
k,19938,2031,2062,9734,6257.17,False
k,6582,2024,2059,29630,5706.34,False
m,6458,2025,2054,25112,4889.78,False
m,14795,2024,2062,74216,8811.736474419127,True
k,7405,2026,2052,22118,4595.52,False
m,11861,2024,2055,59054,5510.8965141406525,False
k,10188,2024,2061,7446,6068.21,False
k,19013,2025,2044,3028,3578.95,False
k,5047,2026,2059,10196,5706.34,False
m,4982,2024,2062,22346,6257.17,False
k,26726,2024,2057,47866,6259.219723129642,False
m,13213,2025,2047,68262,3932.04,False
k,19036,2025,2063,51742,9800.491789232128,True
k,23815,2032,2054,31348,4889.78,False
m,6434,2025,2063,44101,6451.77,False
k,11592,2026,2051,15333,4454.84,False
k,6800,2025,2058,49040,5533.26,False
m,5233,2024,2057,101604,5365.22,False
m,8273,2025,2056,9039,5202.08,False
m,5550,2027,2063,9761,6451.77,False
k,11629,2024,2059,6617,5706.34,False
k,14166,2025,2057,36308,5645.662954934257,False
k,6193,2026,2055,69384,5043.61,False
m,15634,2031,2061,33526,6068.21,False
k,10704,2029,2058,16251,5533.26,False
k,19365,2025,2062,44201,9556.452683860662,True
m,8334,2024,2053,522,4740.46,False
k,18813,2028,2060,40268,5884.61,False
m,10681,2028,2062,13611,6257.17,False
m,13812,2029,2058,44799,5533.26,False
m,10575,2030,2057,37274,5365.22,False
m,4951,2024,2061,12061,6068.21,False
k,9663,2024,2055,42982,5043.61,False
m,20202,2024,2063,79,12537.45832847517,True
k,17615,2024,2062,24915,9237.69156197823,True
k,28387,2027,2061,9981,6753.343142336413,False
m,12056,2025,2063,8779,7367.079485595805,True
k,5483,2027,2063,46025,6451.77,False
k,21872,2024,2061,10052,10958.634604416626,True
m,4836,2027,2053,67015,4740.46,False
m,12382,2031,2060,36986,5884.61,False
m,17870,2038,2058,21809,5533.26,False
k,19413,2026,2054,57532,4889.78,False
k,9104,2033,2062,57865,6257.17,False
k,6065,2028,2056,31900,5202.08,False
k,9927,2024,2063,49872,6451.77,False
m,5724,2025,2043,19806,3468.11,False
k,11122,2026,2054,48784,4889.78,False
m,17174,2025,2061,35930,9650.312420755934,True
k,6782,2026,2043,38823,3468.11,False
k,17046,2027,2060,33906,5884.61,False
m,5309,2025,2062,45549,6257.17,False
k,7867,2024,2054,4716,4889.78,False
k,7799,2026,2055,9032,5043.61,False
k,13156,2033,2060,59465,5884.61,False
k,19547,2035,2061,30308,6068.21,False
m,5270,2024,2055,84220,5043.61,False
m,5852,2024,2062,55686,6257.17,False
k,19349,2026,2060,685,8272.914485012074,True
m,18300,2031,2057,4483,5792.291809379745,False
k,24132,2031,2057,35836,5365.22,False
k,26544,2024,2061,68249,12909.096784687421,True
m,13804,2024,2049,61844,4900.865395796217,False
m,4878,2030,2062,13051,6257.17,False
k,12712,2024,2058,19937,5533.26,False
m,7202,2025,2058,15963,5533.26,False
k,30504,2024,2053,50213,5758.923528392254,False
k,8935,2030,2062,77692,6257.17,False
k,4657,2027,2062,43437,6257.17,False
k,13919,2028,2047,18736,3932.04,False
k,42846,2027,2062,48616,16552.553589289488,True
k,25296,2026,2061,8380,11227.51166944973,True
k,15434,2025,2061,4084,7299.599819358672,True
k,16462,2030,2057,67730,5365.22,False
k,6132,2026,2054,11674,4889.78,False
m,5109,2029,2058,28184,5533.26,False
k,9549,2024,2062,57468,6257.17,False
k,9530,2031,2058,22035,5533.26,False
k,33992,2024,2056,17505,12352.418782042469,True
m,8669,2029,2062,45945,6257.17,False
m,14087,2027,2062,39941,7375.655485230904,True
m,42842,2027,2061,7820,18779.301318661564,True
k,6280,2025,2059,4648,5706.34,False
k,7258,2028,2063,64237,6451.77,False
k,12175,2028,2063,24044,6451.77,False
m,17807,2028,2060,19847,8076.204613259353,True
m,24355,2027,2059,11740,10693.740418792588,True
m,12243,2026,2058,11157,5533.26,False
k,5201,2024,2050,16651,4318.21,False
k,15452,2026,2063,22533,6451.77,False
k,6250,2026,2062,23375,6257.17,False
k,10324,2030,2054,1552,4889.78,False
k,5425,2029,2054,100174,4889.78,False
k,5462,2026,2058,38808,5533.26,False
m,12445,2024,2056,58773,6036.486230845826,False
k,12355,2026,2057,626,5365.22,False
m,13336,2024,2058,53460,6728.973279988908,False
k,15213,2025,2038,40689,2960.16,False
m,7476,2029,2062,37938,6257.17,False
k,33087,2030,2061,40702,11668.10401622627,True
m,12663,2025,2063,42150,7737.999960691744,True
k,12875,2026,2059,65325,5706.34,False
k,5413,2024,2052,10664,4595.52,False
k,13833,2025,2057,10475,5512.950420415475,False
k,10970,2025,2059,6048,5706.34,False
k,21327,2024,2054,17354,4889.78,False
k,12167,2027,2058,8577,5533.26,False
m,13925,2025,2058,1776,6589.793615068128,False
k,10234,2024,2062,53621,6257.17,False
m,5548,2027,2056,50758,5202.08,False
m,4524,2024,2052,40617,4595.52,False
m,24836,2027,2063,186,12981.080358751102,True
k,5818,2029,2060,5475,5884.61,False
k,21732,2025,2058,97271,5533.26,False
m,6520,2028,2059,39623,5706.34,False
k,19514,2025,2040,29708,3154.78,False
k,25863,2034,2062,17072,7771.630268224388,True
m,26230,2027,2052,9957,8298.85113105108,True
k,15570,2028,2054,1653,4889.78,False
m,5803,2024,2063,1706,6451.77,False
k,18711,2025,2063,33192,9633.16883107388,True
k,5685,2024,2059,95451,5706.34,False
k,16188,2027,2060,2492,6536.329259463912,False
m,5553,2024,2052,7662,4595.52,False
m,19759,2026,2053,26545,7029.867736265368,True
m,8731,2025,2047,72095,3932.04,False
m,30757,2028,2062,2853,14323.51606142533,True
k,31495,2026,2063,23917,14650.339722755078,True
m,16995,2028,2060,10443,7371.73689601977,True
m,12187,2024,2055,94331,5662.363697650461,False
m,4690,2024,2061,12739,6068.21,False
k,11467,2024,2063,51111,6451.77,False
k,12321,2025,2053,55515,4740.46,False
m,30830,2035,2059,33948,8495.383692425528,True
k,8571,2024,2045,55108,3693.12,False
k,4988,2031,2054,17677,4889.78,False
k,19311,2029,2062,37533,6257.17,False
m,7594,2027,2063,8515,6451.77,False
m,10453,2025,2047,6154,3932.04,False
k,5238,2024,2061,36106,6068.21,False
k,6585,2025,2056,2544,5202.08,False
m,7039,2029,2058,4418,5533.26,False
k,25824,2025,2047,26401,3932.04,False
k,24758,2030,2062,94935,6257.17,False
m,20650,2035,2061,81699,6613.239745588193,False
k,24338,2036,2052,13463,4595.52,False
m,10794,2027,2061,80727,6068.21,False
m,5466,2024,2061,2478,6068.21,False
k,11954,2024,2063,7702,6451.77,False
m,9482,2029,2045,81161,3693.12,False
k,22399,2025,2048,132646,4056.92,False
k,6897,2024,2057,25385,5365.22,False
m,19531,2026,2055,58604,7615.5400077551585,True
m,34233,2031,2062,24212,13636.25527855258,True
k,8750,2025,2061,17519,6068.21,False
k,13513,2028,2062,20402,6257.17,False
m,13297,2028,2056,27627,5202.08,False
k,7240,2025,2063,63283,6451.77,False
k,14552,2027,2063,38785,6703.3447267397705,False
k,15951,2027,2063,63162,6451.77,False
k,5552,2028,2061,72903,6068.21,False
k,5277,2029,2052,88370,4595.52,False
m,12677,2025,2048,27864,4056.92,False
k,6985,2025,2049,75865,4185.61,False
k,11127,2026,2060,7583,5884.61,False
k,21466,2028,2049,78780,4780.3661119471235,False
m,11000,2024,2059,511,5786.930450524306,False
k,7553,2027,2056,5499,5202.08,False
m,6630,2025,2047,20990,3932.04,False
m,7750,2036,2062,1408,6257.17,False
k,8210,2025,2061,10368,6068.21,False
k,14816,2024,2061,27183,7452.167146650265,True
k,13127,2033,2055,25902,5043.61,False
m,14454,2030,2056,33642,5202.08,False
k,21056,2034,2062,1887,6327.164169962213,False
k,5534,2028,2063,5260,6451.77,False
m,5808,2024,2063,69491,6451.77,False
k,6387,2028,2056,6072,5202.08,False
k,26248,2025,2061,18942,12183.141964888595,True
m,37931,2025,2062,75602,18772.42790735869,True
k,4806,2024,2062,13898,6257.17,False
m,21902,2026,2060,38866,10642.648565562376,True
k,6437,2026,2062,41633,6257.17,False
k,5779,2027,2057,65387,5365.22,False
k,7713,2031,2061,29061,6068.21,False
m,7253,2031,2063,83348,6451.77,False
k,17515,2024,2058,7863,5533.26,False
k,8533,2026,2063,19913,6451.77,False
k,6425,2025,2061,17649,6068.21,False
k,8295,2025,2057,35143,5365.22,False
k,6256,2034,2062,10030,6257.17,False
m,9640,2028,2059,54453,5706.34,False
k,29490,2029,2061,33375,6332.541541852277,False
k,10564,2025,2059,16340,5706.34,False
m,9798,2025,2048,58227,4056.92,False
m,22924,2037,2061,36549,6520.0855793388055,False
k,15953,2031,2052,19695,4595.52,False
k,10012,2026,2055,24382,5043.61,False
k,10673,2028,2051,45810,4454.84,False
m,20990,2031,2060,28244,8042.943327319404,True
k,7701,2031,2059,2364,5706.34,False
m,18792,2028,2055,69581,6473.265147616321,False
m,12717,2025,2052,7489,4619.6516591691025,False
m,7562,2024,2055,23352,5043.61,False
m,8507,2024,2063,41385,6451.77,False
m,20307,2033,2060,10085,6638.113251524512,False
k,11321,2028,2050,19203,4318.21,False
k,12554,2024,2061,41768,6314.4240253136695,False
k,26944,2026,2050,52791,7161.067153475232,True
k,21046,2036,2054,54064,4889.78,False
k,5531,2026,2062,6601,6257.17,False
m,9783,2025,2059,34222,5706.34,False
m,6387,2028,2060,61636,5884.61,False
m,10023,2038,2051,17366,4454.84,False
m,12769,2035,2060,26509,5884.61,False
m,6522,2040,2063,32164,6451.77,False
m,10682,2032,2062,52697,6257.17,False
k,10739,2027,2059,10227,5706.34,False
m,34901,2025,2062,1675,17813.54838481397,True
k,4998,2024,2053,2373,4740.46,False
m,7922,2025,2055,10550,5043.61,False
m,4606,2027,2057,7380,5365.22,False
k,20019,2027,2059,36160,7732.726002674226,True
m,11229,2025,2044,87098,3578.95,False
k,11134,2024,2056,98534,5202.08,False
m,19571,2037,2058,81732,5533.26,False
k,7477,2029,2048,58325,4056.92,False
k,15793,2025,2053,28706,4740.46,False
m,30092,2039,2060,41778,6822.248650006685,False
k,6389,2029,2057,37141,5365.22,False
m,9222,2031,2062,11319,6257.17,False
k,6029,2025,2060,7894,5884.61,False
k,10338,2024,2062,98211,6257.17,False
k,9197,2025,2062,46246,6257.17,False
k,10319,2028,2055,12668,5043.61,False
m,4568,2033,2063,91992,6451.77,False
m,10550,2033,2063,51351,6451.77,False
m,13950,2028,2062,23900,6915.53123537356,True
k,27621,2025,2062,20947,7573.073622787227,True
k,6955,2024,2063,7570,6451.77,False
k,21458,2030,2060,129232,7320.516348304822,True
m,8526,2024,2063,7749,6451.77,False
k,16706,2027,2058,54902,6168.930316865967,False
m,19861,2027,2059,2379,8720.524674918486,True
m,9393,2026,2048,15894,4056.92,False
k,8311,2024,2055,8621,5043.61,False
k,6499,2024,2053,59834,4740.46,False
k,35913,2024,2062,5178,16607.376564903298,True
k,6332,2026,2057,11713,5365.22,False
k,20071,2030,2063,48003,7872.12887644956,True
m,29024,2025,2062,17117,15640.461604650241,True
m,7540,2025,2057,23852,5365.22,False
m,11494,2030,2061,22435,6068.21,False
k,4973,2025,2051,23762,4454.84,False
k,19941,2025,2062,3175,6257.17,False
k,5066,2027,2060,19733,5884.61,False
m,6827,2025,2058,87234,5533.26,False
k,26772,2025,2058,18444,6218.965879271827,False
k,6408,2024,2049,45113,4185.61,False
k,35264,2024,2057,10222,13205.336757660358,True
m,7790,2028,2058,54604,5533.26,False
k,9387,2026,2058,46781,5533.26,False
m,8292,2028,2053,28033,4740.46,False
k,15439,2027,2058,25781,5533.26,False
m,14297,2029,2060,7828,6130.745982393945,False
k,18751,2029,2060,32769,5884.61,False
m,22180,2024,2063,14918,14318.683624498004,True
k,11613,2025,2056,2045,5202.08,False
k,20621,2027,2048,40802,4667.438953983888,False
k,18479,2025,2054,41713,4889.78,False
k,28652,2030,2063,17853,6451.77,False
m,19730,2025,2053,28378,7839.881498297491,True
k,6137,2024,2062,13514,6257.17,False
m,4844,2024,2051,353,4454.84,False
k,24732,2029,2058,56676,8129.939793382875,True
k,8802,2025,2050,70095,4318.21,False
k,5811,2026,2059,12394,5706.34,False
m,19273,2025,2059,57823,9518.15897855749,True
m,35659,2026,2057,38134,13904.198455999796,True
k,5205,2029,2052,81605,4595.52,False
m,9617,2024,2059,4632,5706.34,False
m,5129,2024,2050,11839,4318.21,False
m,12562,2026,2063,46718,6939.385461433381,True
m,31553,2034,2046,14495,3991.909836381502,False
m,7371,2025,2059,3995,5706.34,False
m,59045,2028,2063,61339,23548.299587930687,True
m,6775,2025,2063,50520,6451.77,False
m,14700,2024,2056,12154,7130.2810440685935,True
m,9660,2029,2060,8366,5884.61,False
k,11685,2024,2058,20674,5533.26,False
m,18771,2025,2060,26435,10112.738802106476,True
k,7028,2024,2054,1463,4889.78,False
m,13834,2025,2053,89503,5257.294275404396,False
k,10939,2034,2062,116182,6257.17,False
m,8662,2024,2058,30065,5533.26,False
k,5342,2024,2061,22278,6068.21,False
k,16520,2030,2059,65039,5706.34,False
k,14048,2029,2055,104339,5043.61,False
m,12094,2024,2057,27274,5851.457770211006,False
m,6079,2025,2063,24494,6451.77,False
m,10370,2024,2061,47856,6068.21,False
m,6393,2024,2062,58318,6257.17,False
k,9061,2027,2062,334,6257.17,False
k,5672,2024,2063,11342,6451.77,False
k,21509,2028,2058,21484,7493.261307804002,True
m,10645,2029,2046,26567,3810.78,False
m,6563,2027,2060,19036,5884.61,False
k,5209,2033,2058,26424,5533.26,False
k,8214,2026,2059,31233,5706.34,False
m,14290,2029,2057,49902,5365.22,False
m,17513,2025,2059,12108,9043.407021924091,True
k,7585,2024,2060,19070,5884.61,False
k,9658,2027,2057,2215,5365.22,False
m,8664,2030,2062,13439,6257.17,False
m,7584,2040,2060,17536,5884.61,False
k,14662,2036,2054,37504,4889.78,False
k,10535,2025,2063,51481,6451.77,False
m,20829,2024,2063,21950,12913.01866651345,True
m,6654,2027,2057,32306,5365.22,False
m,17666,2033,2058,21086,5533.26,False
m,7683,2024,2058,55612,5533.26,False
k,5000,2034,2058,55172,5533.26,False
m,20202,2028,2060,23792,9162.435311791176,True
m,5660,2027,2044,21090,3578.95,False
m,6996,2031,2063,8690,6451.77,False
m,4954,2025,2061,16113,6068.21,False
k,6331,2026,2062,261,6257.17,False
k,5913,2025,2063,5873,6451.77,False
m,12525,2026,2052,37116,4595.52,False
k,6105,2024,2059,18388,5706.34,False
m,6872,2025,2062,20698,6257.17,False
k,8173,2025,2056,66987,5202.08,False
k,5122,2028,2047,60544,3932.04,False
k,21667,2025,2059,125598,5706.34,False
m,10863,2024,2045,4500,3693.12,False
m,32862,2025,2047,30334,8457.578794004716,True
m,5458,2027,2061,49962,6068.21,False
k,5103,2029,2043,14721,3468.11,False
k,27938,2025,2062,167,7640.919002521022,True
m,9291,2028,2060,32665,5884.61,False
m,10185,2025,2056,26284,5202.08,False
k,14033,2025,2058,74025,5839.222148399599,False
m,12300,2034,2061,34780,6068.21,False
k,10414,2032,2055,54776,5043.61,False
k,7781,2026,2055,23971,5043.61,False
k,22041,2037,2060,4495,5884.61,False
m,22166,2025,2048,26534,6931.6464012521765,True
m,5531,2025,2059,38693,5706.34,False
k,5208,2024,2063,11157,6451.77,False
m,15215,2024,2062,92918,9475.15634826312,True
k,19160,2028,2061,74781,6068.21,False
m,19496,2026,2063,46016,11260.96571295783,True
k,10959,2027,2053,28012,4740.46,False
m,24444,2027,2062,28080,12798.361800311215,True
m,8476,2029,2057,34921,5365.22,False
k,11611,2024,2063,53968,6451.77,False
m,11790,2029,2057,15129,5365.22,False
m,10082,2026,2060,34596,5884.61,False
m,16135,2025,2052,95025,5861.294292733618,False
k,5398,2034,2061,4898,6068.21,False
m,12992,2025,2061,16485,6981.970823913268,True
k,9877,2026,2063,49419,6451.77,False
m,12599,2029,2063,45976,6451.77,False
k,11834,2034,2062,23651,6257.17,False
k,15100,2026,2058,68416,5915.179595462594,False
k,9367,2025,2060,6663,5884.61,False
k,6425,2024,2049,24199,4185.61,False
k,6492,2025,2062,42933,6257.17,False
k,10738,2026,2062,37085,6257.17,False
k,5848,2025,2055,30812,5043.61,False
m,6182,2025,2063,82949,6451.77,False
k,20160,2024,2052,31138,4595.52,False
m,12518,2024,2055,7617,5816.153997471772,False
k,13253,2033,2063,30442,6451.77,False
m,15954,2025,2063,12159,9323.818414611782,True
m,8547,2024,2061,28937,6068.21,False
m,16468,2024,2050,10481,5865.361253628594,False
m,14322,2025,2063,22866,8751.767783070925,True
m,5712,2026,2060,63773,5884.61,False
k,12980,2025,2047,64425,3932.04,False
k,13773,2027,2063,808,6451.77,False
k,9556,2025,2057,56370,5365.22,False
m,18556,2030,2050,12165,4522.003130760924,False
m,5131,2025,2061,6543,6068.21,False
k,19263,2027,2060,5903,7777.941099892101,True
m,6545,2024,2054,10332,4889.78,False
k,10593,2026,2061,29931,6068.21,False
m,13498,2027,2051,42213,4454.84,False
k,23911,2024,2048,10070,4056.92,False
m,9127,2028,2063,39651,6451.77,False
m,7627,2030,2057,14927,5365.22,False
m,6827,2029,2051,14118,4454.84,False
m,4541,2030,2047,97374,3932.04,False
k,5564,2028,2061,66473,6068.21,False
k,7706,2025,2062,5921,6257.17,False
k,7845,2026,2056,17100,5202.08,False
k,37967,2025,2061,16679,15823.64032055806,True
k,7859,2026,2063,17893,6451.77,False
m,12659,2032,2062,22978,6257.17,False
m,10494,2026,2052,53800,4595.52,False
m,29725,2025,2063,21674,17370.450172250232,True
k,42835,2025,2056,34875,7700.0154329028455,True
k,12560,2024,2054,36424,4889.78,False
m,11121,2026,2056,6590,5202.08,False
k,5035,2032,2061,27052,6068.21,False
k,29730,2024,2046,14346,6998.966652912766,True
k,7890,2026,2049,32911,4185.61,False
m,21725,2025,2053,21329,8256.087764432592,True
k,7063,2029,2058,13219,5533.26,False
m,7647,2024,2062,8316,6257.17,False
m,8652,2027,2054,77865,4889.78,False
k,20579,2024,2055,49170,5043.61,False
k,17246,2030,2054,55024,4889.78,False
m,7850,2030,2060,1140,5884.61,False
