plec,wynagrodzenie_brutto,rok_rozpoczecia,rok_zakonczenia,suma_wplaconych_skladek,emerytura_nominalna
k,20580,2029,2057,1384,6452.599900631419
m,10123,2028,2057,40174,5365.22
m,5927,2030,2057,12372,5365.22
k,30027,2027,2047,23267,6221.538380819129
k,10019,2024,2040,52579,3154.78
m,7900,2024,2050,27724,4318.21
k,33000,2027,2061,31161,13311.992491590034
k,9216,2025,2053,17585,4740.46
m,11640,2028,2057,49749,5365.22
m,4702,2031,2062,40725,6257.17
k,5194,2025,2060,53505,5884.61
m,8216,2030,2056,28732,5202.08
k,29358,2025,2058,60169,11683.456256559177
m,14228,2026,2057,8046,6343.14702459726
m,10496,2025,2061,60416,6068.21
m,7822,2028,2045,16499,3693.12
k,25194,2037,2061,27646,6068.21
m,7962,2034,2059,56287,5706.34
k,14390,2024,2061,36138,7237.897221942313
k,10329,2026,2063,56685,6451.77
k,9139,2026,2059,25335,5706.34
m,17313,2028,2056,37681,6539.84311412801
m,17996,2039,2061,58421,6068.21
m,5445,2029,2050,42536,4318.21
m,11215,2024,2062,7650,6984.152378953064
m,26229,2024,2057,6718,12841.746210305253
m,8967,2028,2060,26775,5884.61
k,20016,2025,2047,8410,4979.416767799667
k,28976,2024,2063,89357,15008.522465174789
k,16798,2024,2047,27155,4524.305772546905
k,9314,2026,2060,36425,5884.61
m,18603,2026,2060,124888,9451.850200376191
m,14155,2024,2063,78364,9185.290721873627
k,33090,2027,2058,35341,11648.234956072954
m,33644,2032,2048,27118,6174.444520705599
k,10741,2027,2049,12345,4185.61
k,20310,2024,2050,24459,6341.740061760537
k,14443,2025,2052,23927,4603.757397099576
k,8578,2031,2061,17771,6068.21
m,6178,2024,2052,42336,4595.52
k,15303,2027,2055,11475,5043.61
k,13724,2038,2052,2485,4595.52
m,18611,2026,2057,23484,8297.182265587538
k,21602,2027,2060,74093,8722.373651034064
k,22401,2024,2063,80374,12171.320845195829
m,7315,2028,2061,18148,6068.21
k,6469,2024,2055,11647,5043.61
m,18929,2029,2059,14271,7751.897864772644
k,25246,2025,2056,19056,9500.609122039632
k,9979,2032,2052,30140,4595.52
k,10546,2031,2061,30000,6068.21
k,16851,2028,2063,2109,7355.195384060859
k,9299,2026,2049,56751,4185.61
m,16830,2035,2061,29448,6068.21
k,6153,2027,2062,25669,6257.17
m,5609,2024,2060,23971,5884.61
k,5729,2028,2058,42386,5533.26
k,8648,2024,2060,21445,5884.61
m,14859,2034,2061,8505,6068.21
k,13827,2025,2055,29958,5046.24975532135
m,14620,2030,2057,73090,5365.22
m,27733,2032,2057,64017,8638.42661630026
k,27661,2033,2063,6092,9231.01215549631
m,12260,2025,2058,23587,6066.454947916111
k,5618,2024,2060,70316,5884.61
m,5125,2026,2056,22377,5202.08
m,22763,2025,2055,40633,9866.094132107244
k,13409,2025,2062,105067,6617.220451220638
m,13683,2028,2062,6149,6783.169454739525
m,18992,2025,2055,22936,8250.497198567038
k,17581,2025,2052,1054,5604.006009721504
k,18005,2026,2062,74874,8392.69556743298
k,10838,2034,2061,91506,6068.21
k,11015,2024,2056,13858,5202.08
m,7189,2028,2058,29037,5533.26
k,8234,2028,2062,47701,6257.17
m,16962,2024,2063,23623,11006.77507767011
m,4747,2033,2061,32720,6068.21
m,14840,2031,2060,62655,5884.61
m,15426,2024,2063,27950,10010.052608662847
k,15043,2027,2061,26543,6346.83816494701
m,35488,2024,2063,5817,20430.277965995596
m,11304,2024,2050,4565,4318.21
m,7807,2030,2049,9106,4185.61
k,34166,2029,2042,63717,4195.05908402935
k,13835,2027,2059,33845,5706.34
m,24237,2024,2050,84582,8850.454594593746
m,17020,2033,2063,58287,6741.568399582625
m,7179,2026,2062,50714,6257.17
m,9257,2026,2054,28116,4889.78
k,6559,2027,2045,27239,3693.12
m,10018,2031,2058,21087,5533.26
k,6734,2024,2063,4253,6451.77
m,4916,2025,2060,538,5884.61
m,7420,2025,2061,19078,6068.21
k,8489,2031,2060,5554,5884.61
k,7717,2030,2059,58863,5706.34
k,13765,2041,2063,64149,6451.77
m,4626,2026,2059,11800,5706.34
k,8728,2037,2062,52948,6257.17
k,12258,2033,2060,32230,5884.61
k,19769,2026,2044,32343,3831.186035177513
m,4920,2029,2050,28190,4318.21
k,12407,2039,2061,36267,6068.21
k,24653,2027,2060,3381,9953.720532636562
m,14586,2024,2061,21636,8716.40068606779
m,6199,2031,2056,25237,5202.08
k,7126,2027,2062,15519,6257.17
k,10132,2026,2051,17314,4454.84
k,29977,2025,2061,66527,13514.028877500728
m,6968,2025,2063,56965,6451.77
k,6640,2030,2053,10468,4740.46
m,5617,2027,2058,12994,5533.26
m,22356,2032,2057,26370,6963.5692292218155
m,18078,2032,2057,27255,5631.0343767164095
k,20832,2025,2060,59986,9444.490062167575
m,6302,2033,2062,6750,6257.17
k,19244,2024,2061,67815,9679.367209107559
m,12030,2031,2063,12160,6451.77
m,7355,2024,2061,1938,6068.21
m,9119,2024,2058,37914,5533.26
k,17970,2024,2058,1904,7972.584986402068
k,10536,2037,2062,30214,6257.17
m,4518,2025,2058,31252,5533.26
m,4833,2026,2060,46390,5884.61
k,11463,2024,2063,3624,6451.77
m,11585,2035,2060,48827,5884.61
m,6356,2029,2057,118943,5365.22
k,20425,2025,2059,5943,8873.898085594119
m,6944,2030,2052,14055,4595.52
k,6417,2031,2053,1913,4740.46
k,12125,2027,2049,47476,4185.61
m,7314,2026,2063,12747,6451.77
k,23057,2031,2057,23892,6415.673708348744
k,6905,2028,2061,3143,6068.21
m,7624,2026,2060,1795,5884.61
k,14470,2033,2056,47951,5202.08
m,12907,2024,2053,71133,5498.632097562267
m,16447,2025,2059,8200,8492.943258698428
k,11856,2028,2061,45901,6068.21
k,19229,2037,2060,62297,5884.61
m,21450,2024,2054,18660,9516.975746790353
k,5228,2029,2061,26529,6068.21
k,5753,2027,2049,17627,4185.61
k,16929,2030,2059,69638,5706.34
m,5736,2028,2063,24518,6451.77
m,7118,2025,2062,55515,6257.17
k,11711,2025,2061,41130,6068.21
m,22284,2025,2048,19265,6965.945214191559
k,16703,2026,2062,94528,7785.792505572515
k,5435,2028,2050,18957,4318.21
m,4555,2032,2063,3078,6451.77
k,10149,2029,2050,461,4318.21
k,9571,2025,2061,5108,6068.21
k,7225,2025,2059,42692,5706.34
m,15043,2036,2063,15300,6451.77
k,6968,2024,2056,2015,5202.08
k,12326,2024,2062,17997,6464.024194887525
m,16947,2027,2063,12226,9265.772666811055
m,8940,2030,2062,76902,6257.17
k,19347,2025,2061,21279,9150.275865305955
k,11816,2028,2061,56226,6068.21
k,13495,2027,2063,32541,6451.77
m,8483,2025,2060,30862,5884.61
k,33073,2026,2063,10422,15182.088238118848
m,8465,2024,2059,63363,5706.34
k,16112,2028,2054,16419,4889.78
k,15069,2026,2052,13601,4595.52
k,5521,2025,2057,2931,5365.22
k,11107,2032,2059,1805,5706.34
k,9813,2028,2059,17966,5706.34
m,9966,2024,2057,45931,5365.22
m,6692,2027,2057,27029,5365.22
k,12875,2025,2061,19185,6089.305926800753
k,9925,2024,2057,72312,5365.22
k,6044,2042,2063,80034,6451.77
k,11037,2034,2059,112366,5706.34
k,24799,2032,2058,4079,6835.06596647876
m,7383,2025,2058,68945,5533.26
m,31586,2025,2044,8428,7263.485873542276
m,7952,2026,2058,50,5533.26
m,32186,2029,2057,23373,11781.845099697191
k,20643,2024,2051,2551,6749.089775719957
m,19059,2031,2057,24038,6307.646563576566
m,20842,2024,2058,138274,10983.189438222347
m,5112,2024,2062,39653,6257.17
m,14351,2024,2058,103486,7571.3492297477815
k,25877,2034,2058,64331,6318.524928178374
m,4886,2026,2060,12451,5884.61
k,21484,2026,2062,12669,10014.366652081659
k,6677,2024,2053,10757,4740.46
m,31437,2024,2059,4523,15932.192410462278
m,17340,2026,2063,35907,10015.651695870378
k,15134,2028,2063,45199,6605.751999428937
k,10967,2024,2061,14409,6068.21
k,8250,2025,2059,42742,5706.34
m,4687,2024,2060,21680,5884.61
m,17459,2028,2059,14820,7569.551593197143
k,12463,2034,2062,15672,6257.17
k,34508,2024,2063,23743,16910.89186434849
m,22957,2026,2063,9000,13260.052824803699
k,6503,2035,2058,33425,5533.26
k,18231,2026,2063,1644,8871.982321705394
k,13283,2032,2062,43117,6257.17
m,5668,2028,2060,43421,5884.61
m,10903,2024,2057,19445,5515.793771202319
k,14985,2025,2061,90378,7087.242665095864
k,9639,2028,2054,13367,4889.78
m,8158,2024,2062,34997,6257.17
k,12562,2025,2048,59136,4056.92
k,7340,2025,2048,19565,4056.92
k,5565,2025,2061,10816,6068.21
k,4924,2027,2062,480,6257.17
m,7829,2024,2061,34763,6068.21
m,9491,2025,2062,8524,6257.17
k,9546,2024,2051,57718,4454.84
m,6529,2025,2041,38661,3256.3
m,20562,2026,2057,3557,9166.979836924991
k,22708,2030,2050,58117,4639.830220205162
k,9000,2027,2063,11788,6451.77
m,4988,2027,2049,88381,4185.61
k,6014,2026,2063,43845,6451.77
k,5198,2025,2061,21882,6068.21
k,10452,2025,2049,11628,4185.61
m,12178,2026,2037,3519,2866.93
m,18652,2029,2060,17833,7998.228583871567
k,6840,2033,2062,50485,6257.17
m,5540,2027,2058,21267,5533.26
k,36514,2029,2049,47818,7125.420974580776
m,9615,2026,2062,4864,6257.17
k,25744,2027,2063,48020,11831.923350393163
k,18949,2026,2059,85625,7757.471134027689
k,7110,2024,2044,33593,3578.95
m,13825,2026,2057,27446,6163.480996278961
m,28135,2029,2045,40380,5403.9580356497245
k,13272,2025,2054,52088,4889.78
k,16757,2027,2061,27207,7069.997150170643
k,4912,2028,2062,48096,6257.17
k,16982,2026,2059,6684,6952.207229830503
k,17242,2025,2061,30757,8154.703906011546
m,7458,2028,2062,42916,6257.17
m,10409,2028,2061,18272,6068.21
k,5732,2030,2054,60929,4889.78
m,27061,2028,2058,36215,11184.706561791629
m,8892,2025,2049,6562,4185.61
k,19195,2024,2063,8724,10494.245170027543
k,22910,2026,2063,85317,11148.983324571906
k,11332,2024,2060,27882,5884.61
k,8851,2028,2060,35980,5884.61
m,12699,2025,2062,68322,7441.874709574573
k,22574,2024,2061,65602,11273.203348790692
m,5274,2029,2060,2323,5884.61
m,7673,2026,2061,25612,6068.21
k,6551,2026,2059,11007,5706.34
m,18676,2026,2061,6217,9905.008661097701
m,4946,2027,2054,11998,4889.78
m,4892,2024,2053,25344,4740.46
m,14935,2024,2058,19289,7879.457929501996
m,14624,2026,2060,76649,7430.191761022494
k,12152,2030,2053,12557,4740.46
k,15777,2028,2056,15337,5202.08
k,10542,2032,2063,6931,6451.77
k,12084,2026,2060,60686,5884.61
m,11957,2026,2063,103326,6906.409880479932
m,5623,2027,2054,57899,4889.78
m,11151,2028,2061,5221,6068.21
k,5910,2024,2051,9733,4454.84
m,9999,2031,2061,27147,6068.21
k,5808,2027,2060,5143,5884.61
k,7875,2024,2061,42427,6068.21
k,9336,2024,2053,12464,4740.46
m,15422,2028,2057,12444,6101.902662511774
m,19671,2030,2059,6404,7608.1137551425445
m,5946,2026,2061,23774,6068.21
m,6844,2031,2062,22042,6257.17
m,15014,2026,2057,44373,6693.562653029468
m,12756,2025,2063,40326,7794.8296216207755
m,6206,2026,2059,1372,5706.34
m,19863,2033,2056,6582,5515.952719040046
m,15520,2028,2058,32272,6429.577105375215
k,14772,2024,2053,52948,5284.331342759673
k,13443,2029,2048,55473,4056.92
m,8195,2028,2051,23943,4454.84
m,22841,2024,2049,29804,8026.409154505187
k,29047,2029,2053,14633,7442.044455253076
k,11197,2025,2060,49091,5884.61
m,21293,2041,2062,964,6257.17
k,8585,2024,2059,8805,5706.34
k,5753,2028,2054,12467,4889.78
m,24060,2025,2063,12971,14606.636270745279
k,4718,2042,2055,54481,5043.61
k,18896,2028,2052,45693,4933.950264426005
k,4685,2025,2063,36012,6451.77
k,15448,2028,2055,18329,5043.61
m,29366,2024,2062,110561,17249.093454532303
m,12422,2026,2062,36890,6875.9623105887185
m,4683,2028,2061,6364,6068.21
k,21417,2024,2062,6302,11201.766388654978
m,9683,2026,2060,8944,5884.61
m,20766,2026,2063,550,11994.52267107521
m,11149,2026,2061,5459,6068.21
k,35619,2031,2055,21733,8763.23171761459
m,11973,2024,2063,9011,7769.37377696877
m,31451,2028,2049,90325,8114.670708086895
m,8131,2030,2060,41687,5884.61
k,8489,2024,2052,69216,4595.52
k,10324,2029,2061,18803,6068.21
k,19915,2025,2051,9781,6060.011403253727
k,13157,2028,2049,28910,4185.61
k,25845,2024,2056,68720,10224.10432162672
k,4683,2026,2048,40053,4056.92
k,11155,2035,2060,25222,5884.61
m,8491,2024,2061,16005,6068.21
m,4797,2025,2063,21437,6451.77
k,7184,2027,2060,47604,5884.61
k,11008,2026,2059,28072,5706.34
m,14462,2024,2057,24886,7316.280796031177
k,7093,2024,2050,44894,4318.21
m,7733,2025,2051,64933,4454.84
k,4768,2025,2050,14674,4318.21
k,5437,2028,2055,55541,5043.61
k,4589,2030,2054,16521,4889.78
k,10392,2032,2061,6117,6068.21
k,6576,2025,2057,84821,5365.22
m,16762,2024,2060,2793,9611.426461242645
k,9242,2024,2060,100674,5884.61
k,18100,2026,2047,3182,4173.509898899673
m,15946,2029,2053,20230,4886.876350347078
m,5587,2025,2058,45494,5533.26
k,12060,2027,2063,50389,6451.77
m,5949,2024,2063,94900,6451.77
m,19512,2024,2050,36876,7266.4717932413
k,5641,2025,2056,5744,5202.08
m,19744,2025,2063,5704,12064.998122395778
m,5087,2026,2051,1284,4454.84
k,8809,2024,2054,20491,4889.78
k,5555,2025,2054,10259,4889.78
m,7658,2025,2059,117775,5706.34
m,20603,2027,2062,53848,10787.295376035514
k,6100,2032,2063,49240,6451.77
m,17347,2024,2058,36805,9151.989066158094
k,5775,2032,2053,63572,4740.46
k,16553,2026,2057,67380,6204.543940622076
m,8558,2025,2063,56731,6451.77
k,4669,2025,2060,71443,5884.61
m,31808,2024,2060,40616,16760.03441921465
k,16567,2029,2060,17662,5978.310173907169
m,5947,2025,2063,34375,6451.77
k,16284,2036,2056,61574,5202.08
k,15953,2024,2060,38052,7697.869474588127
k,5818,2025,2063,48387,6451.77
k,4906,2030,2059,46273,5706.34
k,4646,2030,2058,32739,5533.26
m,10867,2026,2060,51540,5884.61
k,8296,2025,2048,4394,4056.92
m,15028,2031,2051,82412,4454.84
k,5256,2026,2057,22255,5365.22
m,8177,2028,2063,71618,6451.77
k,22469,2025,2054,76970,7828.822882539244
m,5317,2026,2051,35571,4454.84
k,8323,2027,2054,33399,4889.78
k,6536,2025,2052,16949,4595.52
k,13570,2026,2052,3566,4595.52
m,4775,2030,2062,46813,6257.17
m,11202,2027,2054,52292,4889.78
k,30894,2026,2062,59912,13822.619999024515
m,17685,2027,2060,58854,8485.542694890339
k,16644,2036,2059,11570,5706.34
m,5605,2024,2042,47504,3360.7
k,6451,2031,2062,7002,6257.17
m,4907,2026,2057,18375,5365.22
k,12577,2025,2063,1475,6475.14106078864
k,8570,2024,2062,39601,6257.17
k,17372,2024,2063,14932,9497.578905637856
m,25188,2026,2060,71882,12728.932885511429
k,5915,2030,2055,31402,5043.61
k,7595,2025,2062,15226,6257.17
k,10027,2028,2049,17097,4185.61
m,7668,2030,2060,44448,5884.61
m,14850,2026,2059,44742,7225.692653385292
k,4982,2025,2058,11703,5533.26
m,5565,2025,2062,34960,6257.17
m,17409,2024,2051,20152,6788.646473231586
m,11277,2030,2044,6732,3578.95
m,4567,2025,2058,22619,5533.26
m,9352,2025,2061,8838,6068.21
k,33580,2026,2044,23626,5915.140927172629
k,9858,2025,2040,14231,3154.78
m,39491,2027,2057,35544,14862.984537133198
m,50002,2028,2062,33528,20708.52523492099
m,20398,2033,2061,11730,7327.5938216243185
k,7633,2025,2056,10983,5202.08
k,19509,2026,2060,19669,8341.324548457305
m,4599,2027,2063,29575,6451.77
k,11836,2030,2061,41441,6068.21
m,6621,2030,2061,26862,6068.21
m,11813,2027,2061,17552,6068.21
k,21229,2026,2059,17224,8690.87311754044
m,29126,2027,2062,35178,14987.316514631759
m,10910,2037,2061,42360,6068.21
k,15160,2024,2060,10497,7315.219785291553
m,10620,2026,2063,32393,6451.77
k,7636,2024,2063,37647,6451.77
m,10971,2025,2062,23143,6429.2312338564125
k,4802,2029,2060,774,5884.61
m,9373,2024,2063,34121,6451.77
m,13054,2031,2062,23893,6257.17
m,31787,2028,2050,319,8650.493281822648
k,13809,2025,2056,16088,5268.164113240268
k,4635,2026,2057,14271,5365.22
k,13087,2024,2044,39523,3578.95
k,17084,2027,2063,13796,7869.704598104889
m,13676,2032,2053,12779,4740.46
k,14718,2026,2057,81350,5516.732780648564
m,8286,2024,2053,6806,4740.46
m,4785,2030,2062,40015,6257.17
k,32444,2024,2052,46667,10002.328823157162
m,13238,2027,2049,1496,4185.61
k,7276,2026,2060,49006,5884.61
m,7568,2025,2053,78230,4740.46
m,4549,2026,2049,14682,4185.61
k,11350,2025,2052,55818,4595.52
k,14687,2025,2057,117596,5853.300283715898
k,15187,2028,2055,6130,5043.61
m,10702,2024,2061,34868,6395.373655717641
m,5378,2026,2057,7374,5365.22
k,26769,2032,2047,4049,3932.04
k,10788,2028,2057,48231,5365.22
k,5661,2026,2063,9690,6451.77
m,40159,2028,2053,4586,11806.321747873437
k,24733,2029,2048,30124,4829.532297115872
m,8952,2026,2053,40490,4740.46
k,5446,2027,2056,6122,5202.08
m,5206,2025,2061,75402,6068.21
m,8706,2025,2063,37782,6451.77
k,5408,2026,2060,80061,5884.61
m,6913,2029,2063,56778,6451.77
k,6714,2026,2052,28348,4595.52
k,12829,2025,2055,3361,5043.61
m,44897,2024,2060,5954,20454.16445624781
m,9293,2025,2063,20129,6451.77
k,9733,2024,2059,78310,5706.34
m,7036,2031,2051,57589,4454.84
k,6497,2027,2062,20956,6257.17
k,27861,2024,2058,32904,11793.66894959822
k,11117,2026,2056,30862,5202.08
m,7403,2026,2054,48119,4889.78
k,9673,2025,2055,45418,5043.61
k,31426,2031,2055,23789,7871.925272025305
m,18713,2024,2057,31716,9466.848467440974
m,8541,2028,2062,19937,6257.17
k,12548,2027,2059,22804,5706.34
k,11334,2026,2062,8236,6257.17
m,10552,2026,2046,36186,3810.78
k,12696,2024,2060,21610,6126.255303038359
k,31434,2026,2045,29402,6060.664829770657
k,12539,2024,2055,47116,5043.61
k,10802,2031,2063,1241,6451.77
k,8643,2024,2055,7502,5043.61
m,4923,2028,2063,35888,6451.77
k,15188,2024,2057,3499,6460.034311470481
k,9205,2025,2063,23093,6451.77
m,7735,2024,2042,25645,3360.7
k,9326,2025,2061,43570,6068.21
k,15193,2025,2059,22534,6600.789895443404
m,18618,2025,2061,35238,10461.716353187025
k,17828,2028,2061,22116,7116.1131139060035
k,19655,2036,2063,54357,6451.77
m,6659,2036,2055,18061,5043.61
k,10285,2026,2057,26276,5365.22
k,7007,2028,2060,11008,5884.61
k,22930,2026,2062,37244,10688.39263322623
k,15809,2034,2062,31006,6257.17
m,26772,2037,2061,59152,7614.540705376835
m,13284,2027,2053,15514,4740.46
m,8186,2029,2055,43168,5043.61
m,10174,2029,2061,1745,6068.21
k,14882,2024,2060,24207,7181.075253608763
m,5069,2026,2062,3715,6257.17
k,6540,2029,2053,8862,4740.46
k,10108,2025,2057,4332,5365.22
k,27186,2025,2060,20505,12013.976014843376
k,6054,2030,2062,8300,6257.17
m,17641,2029,2063,9196,8663.125600964555
k,5033,2032,2062,13689,6257.17
k,12276,2026,2058,56402,5533.26
m,12965,2026,2062,20406,7176.529653580963
k,14407,2026,2057,24227,5400.160970974582
k,11188,2026,2058,19353,5533.26
k,4778,2024,2053,21071,4740.46
m,7531,2025,2054,79442,4889.78
k,15715,2030,2061,30246,6068.21
m,7800,2028,2062,36543,6257.17
k,22961,2028,2061,45024,9164.969329616102
m,29576,2029,2054,44039,9472.57894251687
k,16191,2024,2049,63480,4820.1536892865
m,14620,2028,2060,64976,6630.769441559596
k,8249,2029,2061,64802,6068.21
m,14018,2025,2063,14048,8566.002009711514
m,6863,2026,2063,79734,6451.77
m,15374,2024,2053,48526,6549.621900358125
k,20905,2025,2062,49588,10316.42878162185
k,25549,2032,2062,56354,8579.050773893485
m,5221,2033,2055,48998,5043.61
k,17425,2033,2055,72148,5043.61
k,22915,2035,2062,41658,6506.800808271028
k,12516,2032,2060,80467,5884.61
k,12224,2028,2051,80192,4454.84
m,10655,2024,2061,88182,6367.287077338013
k,7398,2026,2063,63430,6451.77
m,7097,2027,2057,37743,5365.22
k,6144,2025,2050,5955,4318.21
m,34688,2029,2058,46166,13102.67777771238
k,7256,2026,2057,25219,5365.22
m,12828,2024,2048,32756,4338.075882817306
k,12541,2028,2055,18436,5043.61
m,7016,2024,2063,41352,6451.77
k,23209,2027,2061,16709,9792.180214734777
k,7976,2027,2057,28786,5365.22
m,16987,2027,2043,40974,3468.11
k,4585,2029,2062,22545,6257.17
k,5731,2025,2050,11439,4318.21
m,14651,2024,2045,22322,4245.593891429099
m,8521,2024,2054,20040,4889.78
m,5089,2028,2063,41895,6451.77
m,10651,2027,2056,53418,5202.08
k,12929,2029,2046,33931,3810.78
m,13061,2028,2047,12675,3932.04
m,16416,2029,2057,6613,6121.875341194463
m,8111,2034,2061,3935,6068.21
k,12092,2029,2059,32195,5706.34
m,23320,2035,2055,69416,5359.170107674283
m,6386,2026,2048,57432,4056.92
k,5693,2024,2040,64080,3154.78
k,16820,2032,2061,80872,6068.21
m,9628,2026,2057,3256,5365.22
m,4754,2025,2051,15372,4454.84
k,30161,2029,2055,87694,8508.573342617628
k,10230,2024,2053,65174,4740.46
k,15425,2030,2054,9363,4889.78
k,10528,2026,2063,83265,6451.77
k,9616,2026,2063,9863,6451.77
m,27938,2031,2059,68521,10202.016528285782
k,4852,2028,2062,14231,6257.17
k,25478,2024,2062,45141,13033.047108929979
m,7552,2024,2063,93694,6451.77
m,8717,2028,2053,7439,4740.46
k,18227,2032,2061,14213,6068.21
k,6348,2027,2063,11390,6451.77
m,6275,2024,2054,13602,4889.78
m,5650,2025,2040,61134,3154.78
k,8813,2025,2063,37876,6451.77
m,8761,2026,2057,112690,5365.22
m,10196,2029,2061,60512,6068.21
k,11884,2030,2058,21995,5533.26
k,12527,2027,2058,19324,5533.26
k,5289,2028,2060,16762,5884.61
k,23234,2030,2060,12612,7926.408651156407
k,9852,2025,2055,31297,5043.61
k,8156,2024,2062,23147,6257.17
k,14635,2029,2063,14143,6451.77
m,9500,2027,2063,86634,6451.77
m,16877,2025,2056,42134,7662.501318170637
m,15051,2025,2057,75844,7134.455563512204
m,14966,2025,2060,77498,8062.822913660729
m,9026,2029,2062,26208,6257.17
k,7127,2027,2051,39712,4454.84
k,10471,2027,2063,7024,6451.77
m,33131,2027,2056,42898,12646.470420885886
k,13758,2024,2058,67684,6103.885600607658
k,6234,2024,2063,36818,6451.77
m,28316,2025,2046,54690,7615.146886725782
m,5259,2036,2059,39140,5706.34
m,9072,2036,2057,67689,5365.22
k,11054,2024,2063,74521,6451.77
k,14078,2027,2054,30589,4889.78
m,6193,2025,2062,21725,6257.17
k,19895,2027,2056,36586,6708.057360015589
k,13673,2025,2056,11382,5216.279811741193
m,10359,2027,2060,96256,5884.61
k,6371,2028,2045,60979,3693.12
k,5118,2033,2059,127183,5706.34
k,13623,2037,2061,21953,6068.21
m,8457,2026,2056,2212,5202.08
k,14388,2026,2037,3665,2866.93
k,8740,2028,2063,18945,6451.77
m,6545,2032,2060,71760,5884.61
k,13479,2027,2061,1358,6068.21
m,19793,2034,2060,62657,6382.366851457434
k,13078,2024,2056,34341,5330.30917912025
m,24385,2024,2057,8994,12112.710337769053
m,5484,2027,2059,13517,5706.34
